"company","activities","poultry_processing","meat_processing"
"Win Chill Cold Storage, LLC","Certification - Cysticercus, Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry",NULL,NULL
"Lineage Logistics, LLC","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"J & J Hazen Meats, Inc.","Voluntary Processing - Meat, Voluntary Slaughter - Meat",NULL,NULL
"FlexXray LLC","Identification - Meat, Identification - Poultry, Identification - Siluriformes",NULL,NULL
"Nor-Am Ice & Cold Storage, LLC","Certification - Cysticercus, Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Identification - Siluriformes, Off-Premise Freezing - Meat, Off-Premise",NULL,NULL
"Gibbon Packing LLC/American Foods Group","Certification - Export, Off-Premise Freezing - Meat",NULL,NULL
"Native American Enterprises, LLC","Certification - Export, Identification - Meat, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Standard Meat Company","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Truitt Bros, Inc.","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Plumrose USA","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Mennonite Central Committee","Certification - Export",NULL,NULL
"Americold","Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Mountaire Farms","Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"Sugar Creek Packing Co.","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Rastelli Global","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"ConAgra Foods, Inc","Certification - Export, Identification - Meat, Identification - Poultry, Voluntary Slaughter - Poultry",NULL,NULL
"Alma Cold Storage, Inc.","Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"The Sygma Network, Inc.","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"The Sygma Network, Inc.","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Costco Wholesale","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Direct Fresh Marketing, Inc.","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Foster Poultry Farms","Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",NULL,NULL
"International Exports Inc.","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Godshall's Quality Meats Inc.","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"United Natural Foods Inc.","Identification - Meat, Identification - Poultry",NULL,NULL
"United States Cold Storage","Certification - Export, Identification - Meat, Identification - Poultry",NULL,NULL
"Towson Cold Storage","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Mondo & Sons","Meat Processing, Poultry Processing",True,True
"Olympia Food Industries Inc","Meat Processing, Poultry Processing",True,True
"Lindsay Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Lilly's Gastronomia Italian of Florida, Inc","Meat Processing, Poultry Processing",True,True
"R. L. Schreiber, Inc.","Meat Processing, Poultry Processing",True,True
"Golden Krust Patties Inc.","Certification - Export, Meat Processing, Poultry Processing",True,True
"Lloyd's Barbeque Company, LLC","Certification - Export, Meat Processing, Poultry Processing",True,True
"Kitchen Fresh Foods, LLC","Meat Processing, Poultry Processing",True,True
"Gourmet Boutique, LLC","Meat Processing, Poultry Processing",True,True
"Mathew's Prime Meats Inc.","Meat Processing, Poultry Processing",True,True
"Fortune Avenue Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Faribault Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Campbell Soup Supply Co., LLC","Certification - Export, Meat Processing, Poultry Processing",True,True
"M&P Production LTD","Meat Processing, Poultry Processing",True,True
"Grand Banks Specialty Food, LLC","Meat Processing, Poultry Processing",True,True
"Tommy Burke Provisions Inc","Meat Processing, Poultry Processing",True,True
"McCain Foods USA, Inc.","Meat Processing, Poultry Processing",True,True
"Productos Elizabeth Inc.","Meat Processing, Poultry Processing",True,True
"Reynaldo's Mexican Food Company, LLC","Meat Processing, Poultry Processing",True,True
"Kim Son Food Co.","Meat Processing, Poultry Processing",True,True
"Smithfield Packaged Meats Corp.","Meat Processing, Poultry Processing",True,True
"Jennie-O Turkey Store Sales, LLC","Certification - Export, Identification - Poultry, Meat Processing, Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry",True,True
"LiDestri Foods Inc.","Meat Processing, Poultry Processing",True,True
"Elevation Brands, LLC","Meat Processing, Poultry Processing",True,True
"Kahiki Foods","Meat Processing, Poultry Processing",True,True
"Pasou Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Berk Lombardo Packing Co.. Inc.","Meat Processing, Poultry Processing",True,True
"Gol-Den Properties LLC","Meat Processing, Poultry Processing",True,True
"Let's Do Lunch, Inc.","Meat Processing, Poultry Processing",True,True
"The Wornick Company","Certification - Export, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing, Voluntary Processing - Egg Products",True,True
"Hoskie Co. Inc.","Meat Processing, Poultry Processing",True,True
"O'Tasty Foods, Inc.","Meat Processing, Poultry Processing",True,True
"CTI Foods LLC.","Meat Processing, Poultry Processing",True,True
"Prime Food Processing Corp.","Meat Processing, Poultry Processing",True,True
"Hearthside Food Solutions, LLC","AMS RTE Canada EV Program, Food Inspection, Meat Processing, Poultry Processing",True,True
"Stampede Meat, Inc.","Meat Processing, Poultry Processing",True,True
"Stampede Meat, Inc.","Meat Processing, Poultry Processing",True,True
"Stampede Meat, Inc.","Meat Processing, Poultry Processing",True,True
"Stampede Meat, Inc.","Meat Processing, Poultry Processing",True,True
"American Meat Company","Meat Processing, Poultry Processing",True,True
"New Boston Meats Co., Inc.","Meat Processing, Poultry Processing",True,True
"Three Sons Processing-Texas, Inc.","Meat Processing, Poultry Processing",True,True
"Vanee Foods Company","Certification - Export, Meat Processing, Poultry Processing, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Processing - Poultry",True,True
"Bromley Meats","Meat Processing, Poultry Processing",True,True
"AdvancePierre Foods, Inc.","AMS RTE Canada EV Program, Certification - Export, Meat Processing, Poultry Processing",True,True
"Smithfield Packaged Meats Corp.","Meat Processing, Poultry Processing",True,True
"Smithfield Distribution, LLC","Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing",True,True
"H.M.G. Processing LLC","Meat Processing, Poultry Processing",True,True
"Al Shabrawy Inc.","Meat Processing, Poultry Processing",True,True
"J T M Provisions Company","Meat Processing, Poultry Processing",True,True
"Mucci Food Products Ltd","Meat Processing, Poultry Processing",True,True
"J.T.M. Provisions Company","Meat Processing, Poultry Processing",True,True
"TUV TAAM Corp.","Meat Processing, Poultry Processing",True,True
"San Francisco Foods, LLC","Meat Processing, Poultry Processing",True,True
"Waterloo Foods, Inc.","Meat Processing, Poultry Processing",True,True
"US Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Bakkavor Foods USA, Inc","Meat Processing, Poultry Processing",True,True
"John Hofmeister & Son, Inc","Meat Processing, Poultry Processing",True,True
"Shanghai Egg Rolls Co.","Meat Processing, Poultry Processing",True,True
"Quality Meats Processors","Meat Processing, Poultry Processing",True,True
"Bowman & Landes Turkeys, Inc.","Meat Processing, Poultry Processing, Poultry Slaughter",True,True
"Farm 2 Table Meats LLC","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Pulmuone Foods USA, Inc.","Meat Processing, Poultry Processing",True,True
"Commercial Food Services","Meat Processing, Poultry Processing",True,True
"The Butcher Shop Inc","Meat Processing, Poultry Processing",True,True
"Working H Meats, LLC","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Meat",True,True
"Smithfield Packaged Meats Corp.","Meat Processing, Poultry Processing",True,True
"Steinbach Foods LLC","Meat Processing, Poultry Processing",True,True
"Seattle Egg Roll Corp","Meat Processing, Poultry Processing",True,True
"Glenoaks Food, Inc.","Meat Processing, Poultry Processing",True,True
"AMPC, Inc.","Certification - Export, Meat Processing, Poultry Processing",True,True
"Ruprecht Company","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Onorato and Company","Meat Processing, Poultry Processing",True,True
"Siemer Distributing Co., Inc.","Meat Processing, Poultry Processing",True,True
"Prime Foods","Meat Processing, Poultry Processing",True,True
"Ambassador Meat Dist. Inc.","Meat Processing, Poultry Processing",True,True
"Quality Food Processors LLC","Certification - Export, Meat Processing, Poultry Processing",True,True
"Fiore Di Pasta, Inc.","Meat Processing, Poultry Processing",True,True
"Blount Fine Foods","Meat Processing, Poultry Processing",True,True
"Blount Fine Foods","Meat Processing, Poultry Processing",True,True
"Soup Bases Loaded","Meat Processing, Poultry Processing",True,True
"Dickinson & Son 84 Packing Co., Inc.","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",True,True
"Maple Grove Meats, Inc.","Meat Processing, Poultry Processing",True,True
"Philly's Best Steak Company, Inc","Meat Processing, Poultry Processing",True,True
"Philly's Best Steak Co., Inc.","Certification - Export, Meat Processing, Poultry Processing",True,True
"Halperns' Steak and Seafood Company LLC","Meat Processing, Poultry Processing",True,True
"Lake Erie Frozen Foods Mfg. Co.","Meat Processing, Poultry Processing",True,True
"Beverly Processing, Inc.","Meat Processing, Poultry Processing",True,True
"Advance Pierre Foods, Inc","Meat Processing, Poultry Processing",True,True
"Wilkes Abattoir, LLC","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",True,True
"Wilkes Abattoir, LLC","Meat Processing, Poultry Processing",True,True
"Simmons' Barbecue Inc","Meat Processing, Poultry Processing",True,True
"Five Star Food Products, Inc.","Meat Processing, Poultry Processing",True,True
"J.E.S. Foods, Inc.","Meat Processing, Poultry Processing",True,True
"JM Packing","Meat Processing, Poultry Processing",True,True
"Integrity Foods Inc.","Meat Processing, Poultry Processing",True,True
"Vie De France Bakery Yamazaki, Inc.","Meat Processing, Poultry Processing",True,True
"Jimenez Distributor's Inc.","Meat Processing, Poultry Processing",True,True
"Alex's Meat & Provisions Inc.","Meat Processing, Poultry Processing",True,True
"Mr. Pierogi","Meat Processing, Poultry Processing",True,True
"Chicago Meat Authority","Meat Processing, Poultry Processing",True,True
"Boar's Head Provisions Co., Inc.","Meat Processing, Poultry Processing",True,True
"Chicago Meat Authority","Meat Processing, Poultry Processing",True,True
"Christian Aid Ministries","Meat Processing, Poultry Processing",True,True
"Isabella Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Michael Foods Egg Products Company","Meat Processing, Poultry Processing",True,True
"Pederson's Natural Farms, INC.","Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry",True,True
"Perry Way Foods, LLC","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"International Do Foods (IDF), Inc.","Meat Processing, Poultry Processing",True,True
